model,reranking_strategy,beta_mode,beta_value,N,fold,avg_recall,avg_precision,avg_f1,avg_ndcg,avg_EI,prop_sust_recom_items,nbr_sust_items_list,prop_sust_users,sust_coverage,coverage,avg_spearman_coef,prop_sust_recom_durable,prop_sust_recom_nondurable,gap
itemknn,B,global_0.4,0.4,5,3,0.0084,0.0055,0.0064,0.0077,7.9458,0.5722,2.8608,0.9972,0.823,0.6314,0.0895,0.5757,0.5692,0.0065
itemknn,B,global_0.6,0.6,5,3,0.0075,0.005,0.0057,0.0069,6.1985,0.6823,3.4114,1.0,0.7808,0.5572,0.1886,0.6832,0.6815,0.0018
itemknn,B,global_0.8,0.8,5,3,0.0067,0.0044,0.0051,0.006,4.8364,0.7716,3.8582,1.0,0.6732,0.4678,0.2579,0.7717,0.7716,0.0002
itemknn,B,global_1.0,1.0,5,3,0.0011,0.0008,0.0009,0.0009,1.392,0.8,4.0,1.0,0.0024,0.0011,0.359,0.8,0.8,0.0
itemknn,B,behavioral,p,5,3,0.0084,0.0055,0.0064,0.0079,8.9364,0.5246,2.6232,0.9818,0.825,0.6551,0.0564,0.5889,0.4702,0.1187
itemknn,B,semantic,p,5,3,0.0073,0.0048,0.0056,0.0067,5.8608,0.7034,3.5172,0.9998,0.7553,0.5366,0.1997,0.6998,0.7065,-0.0067
itemknn,B,hybrid_5,p,5,3,0.0078,0.0051,0.006,0.0073,7.905,0.5788,2.894,0.9952,0.8191,0.6279,0.0962,0.6255,0.5393,0.0862
itemknn,B,hybrid_10,p,5,3,0.0079,0.0052,0.006,0.0072,7.4061,0.6063,3.0316,0.998,0.8111,0.6112,0.1253,0.642,0.5761,0.0658
itemknn,B,hybrid_20,p,5,3,0.0076,0.005,0.0058,0.0068,6.9189,0.6371,3.1856,0.9992,0.8067,0.5925,0.1558,0.6594,0.6182,0.0412
mf,none,none,none,5,3,0.0139,0.009,0.0105,0.0126,16.624,0.1858,0.9288,0.638,0.0191,0.0233,-0.0805,0.1917,0.1807,0.011
mf,A,global_0.0,0.0,5,3,0.0139,0.009,0.0105,0.0126,16.624,0.1858,0.9288,0.638,0.0191,0.0233,-0.0805,0.1917,0.1807,0.011
mf,A,global_0.2,0.2,5,3,0.0126,0.0084,0.0097,0.0113,10.655,0.434,2.1702,0.8268,0.0327,0.0171,-0.0455,0.4305,0.4371,-0.0066
mf,A,global_0.4,0.4,5,3,0.0108,0.0073,0.0084,0.0103,8.3097,0.5449,2.7246,0.9104,0.0331,0.0154,-0.0496,0.5387,0.5502,-0.0116
mf,A,global_0.6,0.6,5,3,0.0083,0.0056,0.0064,0.0083,3.9361,0.7735,3.8676,0.9988,0.0335,0.0146,-0.1182,0.7674,0.7787,-0.0114
mf,A,global_0.8,0.8,5,3,0.0043,0.003,0.0034,0.0049,0.1909,1.0,5.0,1.0,0.0291,0.0096,0.051,1.0,1.0,0.0
mf,A,global_1.0,1.0,5,3,0.0012,0.0008,0.0009,0.0009,0.0195,1.0,5.0,1.0,0.0028,0.0009,0.9747,1.0,1.0,0.0
mf,A,behavioral,p,5,3,0.0113,0.0075,0.0087,0.0105,9.2883,0.5005,2.5026,0.8734,0.0383,0.0196,-0.0542,0.5762,0.4365,0.1397
mf,A,semantic,p,5,3,0.0076,0.005,0.0058,0.0073,2.5979,0.854,4.2702,0.994,0.0367,0.0159,-0.0246,0.8385,0.8672,-0.0287
mf,A,hybrid_5,p,5,3,0.011,0.0074,0.0085,0.0103,7.8335,0.574,2.8702,0.9176,0.0367,0.017,-0.062,0.6368,0.5209,0.1159
mf,A,hybrid_10,p,5,3,0.0106,0.0071,0.0082,0.01,6.8459,0.6244,3.122,0.948,0.0351,0.0161,-0.0778,0.6811,0.5764,0.1046
mf,A,hybrid_20,p,5,3,0.0095,0.0065,0.0074,0.0088,5.5888,0.689,3.4448,0.9724,0.0343,0.0157,-0.0832,0.7278,0.6561,0.0718
mf,B,global_0.0,0.0,5,3,0.0139,0.0091,0.0106,0.0128,16.9465,0.1496,0.748,0.5542,0.0096,0.0137,-0.0569,0.1549,0.1451,0.0098
mf,B,global_0.2,0.2,5,3,0.0137,0.009,0.0105,0.0121,11.8997,0.3513,1.7564,0.8268,0.0295,0.0179,-0.0429,0.355,0.3482,0.0068
mf,B,global_0.4,0.4,5,3,0.0124,0.0082,0.0095,0.0112,10.4656,0.4324,2.162,0.9104,0.0319,0.0171,0.0228,0.4304,0.4341,-0.0038
mf,B,global_0.6,0.6,5,3,0.0117,0.0078,0.009,0.0108,8.1841,0.545,2.7248,0.9988,0.0323,0.0166,0.0621,0.5398,0.5493,-0.0095
mf,B,global_0.8,0.8,5,3,0.0099,0.0066,0.0076,0.0091,5.6388,0.6887,3.4436,1.0,0.0327,0.0161,0.1468,0.686,0.691,-0.005
mf,B,global_1.0,1.0,5,3,0.0011,0.0008,0.0009,0.0009,1.392,0.8,4.0,1.0,0.0024,0.0011,0.359,0.8,0.8,0.0
mf,B,behavioral,p,5,3,0.0131,0.0086,0.01,0.0116,11.1691,0.3924,1.962,0.872,0.0323,0.0183,-0.0042,0.4447,0.3482,0.0965
mf,B,semantic,p,5,3,0.0115,0.0076,0.0088,0.0102,7.4154,0.5885,2.9426,0.994,0.0363,0.018,0.1049,0.5779,0.5975,-0.0196
mf,B,hybrid_5,p,5,3,0.0128,0.0085,0.0098,0.0115,10.3315,0.4374,2.1868,0.9176,0.0339,0.0183,0.0238,0.4759,0.4047,0.0712
mf,B,hybrid_10,p,5,3,0.0126,0.0083,0.0097,0.0113,9.8155,0.466,2.3298,0.948,0.0343,0.0179,0.0378,0.4957,0.4408,0.055
mf,B,hybrid_20,p,5,3,0.0121,0.008,0.0093,0.0106,9.1303,0.5007,2.5036,0.9724,0.0351,0.0178,0.0538,0.5197,0.4846,0.0351
content,none,none,none,5,4,0.0011,0.0006,0.0008,0.001,12.8003,0.349,1.7452,0.7674,0.5305,0.5316,0.0139,0.4249,0.2854,0.1395
content,A,global_0.0,0.0,5,4,0.0011,0.0006,0.0008,0.001,12.8003,0.349,1.7452,0.7674,0.5305,0.5316,0.0139,0.4249,0.2854,0.1395
content,A,global_0.2,0.2,5,4,0.0009,0.0005,0.0007,0.001,8.8485,0.4839,2.4196,0.883,0.607,0.5154,0.0303,0.572,0.4101,0.1619
content,A,global_0.4,0.4,5,4,0.0014,0.0008,0.001,0.0012,4.8078,0.7004,3.502,0.9782,0.6732,0.4492,0.0348,0.7767,0.6365,0.1402
content,A,global_0.6,0.6,5,4,0.0009,0.0006,0.0007,0.0009,1.4979,0.9477,4.7384,0.9998,0.5986,0.2624,-0.0227,0.9662,0.9321,0.0341
content,A,global_0.8,0.8,5,4,0.0004,0.0002,0.0003,0.0003,0.1615,1.0,5.0,1.0,0.1602,0.0529,-0.0722,1.0,1.0,0.0
content,A,global_1.0,1.0,5,4,0.0011,0.0006,0.0008,0.0008,0.0195,1.0,5.0,1.0,0.0028,0.0009,0.9747,1.0,1.0,0.0
content,A,behavioral,p,5,4,0.0009,0.0005,0.0006,0.0008,7.0164,0.5954,2.977,0.9112,0.6393,0.4984,0.0307,0.7912,0.4313,0.36
content,A,semantic,p,5,4,0.001,0.0006,0.0008,0.001,2.6714,0.8616,4.3082,0.9916,0.6345,0.3717,-0.0064,0.896,0.8329,0.0631
content,A,hybrid_5,p,5,4,0.0009,0.0005,0.0006,0.0009,5.6158,0.666,3.3302,0.9496,0.6481,0.4725,0.0336,0.8292,0.5293,0.2999
content,A,hybrid_10,p,5,4,0.001,0.0006,0.0007,0.0009,4.8875,0.7102,3.5512,0.9654,0.6608,0.4543,0.0277,0.8473,0.5954,0.2519
content,A,hybrid_20,p,5,4,0.001,0.0006,0.0007,0.001,4.1476,0.7607,3.8036,0.977,0.6604,0.4296,0.0249,0.8668,0.6718,0.1949
content,B,global_0.0,0.0,5,4,0.001,0.0006,0.0007,0.0009,12.9987,0.3489,1.7446,0.773,0.5285,0.5305,0.0182,0.4261,0.2842,0.1419
content,B,global_0.2,0.2,5,4,0.0009,0.0005,0.0007,0.001,10.3773,0.4246,2.123,0.883,0.5743,0.5232,0.0509,0.4995,0.3618,0.1376
content,B,global_0.4,0.4,5,4,0.0008,0.0005,0.0006,0.0009,8.2113,0.5246,2.6228,0.9782,0.6234,0.5091,0.0991,0.5904,0.4694,0.1209
content,B,global_0.6,0.6,5,4,0.001,0.0006,0.0007,0.0009,6.4233,0.6431,3.2154,0.9998,0.6556,0.4801,0.1939,0.6907,0.6032,0.0875
content,B,global_0.8,0.8,5,4,0.0009,0.0006,0.0007,0.0008,4.7441,0.7728,3.864,1.0,0.613,0.4161,0.3004,0.7944,0.7547,0.0397
content,B,global_1.0,1.0,5,4,0.0009,0.0006,0.0007,0.0008,1.3881,0.8,4.0,1.0,0.0024,0.0011,0.359,0.8,0.8,0.0
content,B,behavioral,p,5,4,0.001,0.0006,0.0007,0.0009,9.4221,0.4749,2.3746,0.9118,0.607,0.5226,0.0832,0.5976,0.3721,0.2256
content,B,semantic,p,5,4,0.0011,0.0006,0.0008,0.001,6.9717,0.6125,3.0624,0.9916,0.6485,0.4947,0.1749,0.6616,0.5713,0.0903
content,B,hybrid_5,p,5,4,0.0008,0.0005,0.0006,0.0009,8.6353,0.5082,2.5408,0.9496,0.617,0.5146,0.0943,0.6152,0.4185,0.1967
content,B,hybrid_10,p,5,4,0.0008,0.0005,0.0006,0.0008,8.2357,0.5288,2.644,0.9654,0.625,0.5117,0.1071,0.6253,0.4479,0.1773
content,B,hybrid_20,p,5,4,0.0009,0.0005,0.0007,0.0009,7.8454,0.5516,2.7582,0.977,0.6325,0.5063,0.1287,0.6354,0.4815,0.1539
knn,none,none,none,5,4,0.0133,0.0088,0.0102,0.014,14.8852,0.2688,1.3442,0.7968,0.6162,0.6209,-0.0926,0.2656,0.2715,-0.0059
knn,A,global_0.0,0.0,5,4,0.0133,0.0088,0.0102,0.014,14.8852,0.2688,1.3442,0.7968,0.6162,0.6209,-0.0926,0.2656,0.2715,-0.0059
knn,A,global_0.2,0.2,5,4,0.0121,0.0081,0.0093,0.0127,7.3029,0.6082,3.0412,0.9804,0.7652,0.4975,-0.069,0.5961,0.6185,-0.0224
knn,A,global_0.4,0.4,5,4,0.0085,0.0058,0.0066,0.0091,2.8286,0.8567,4.2834,0.9992,0.6732,0.3478,0.0955,0.8498,0.8624,-0.0126
knn,A,global_0.6,0.6,5,4,0.0052,0.0035,0.004,0.0057,0.6651,0.9842,4.9208,1.0,0.4269,0.1563,0.2121,0.9832,0.9849,-0.0017
knn,A,global_0.8,0.8,5,4,0.0023,0.0017,0.0019,0.0028,0.098,1.0,5.0,1.0,0.1527,0.0504,0.001,1.0,1.0,0.0
knn,A,global_1.0,1.0,5,4,0.0011,0.0006,0.0008,0.0008,0.0195,1.0,5.0,1.0,0.0028,0.0009,0.9747,1.0,1.0,0.0
knn,A,behavioral,p,5,4,0.0098,0.0067,0.0076,0.0103,5.0279,0.7397,3.6986,0.9862,0.7146,0.432,0.0177,0.8663,0.6336,0.2327
knn,A,semantic,p,5,4,0.0058,0.004,0.0046,0.0063,1.545,0.931,4.6548,0.9984,0.5349,0.2526,0.1184,0.9209,0.9394,-0.0185
knn,A,hybrid_5,p,5,4,0.0085,0.006,0.0068,0.0091,3.5094,0.8184,4.092,0.9968,0.6827,0.3737,0.0763,0.8948,0.7543,0.1405
knn,A,hybrid_10,p,5,4,0.0078,0.0055,0.0062,0.0084,2.8639,0.8557,4.2786,0.9986,0.6556,0.343,0.1098,0.9045,0.8149,0.0896
knn,A,hybrid_20,p,5,4,0.0075,0.0052,0.0059,0.008,2.3094,0.8884,4.442,0.9988,0.6202,0.3097,0.1366,0.9132,0.8676,0.0455
knn,B,global_0.0,0.0,5,4,0.0144,0.0096,0.0111,0.0152,15.59,0.2416,1.208,0.752,0.448,0.4579,-0.1049,0.2371,0.2454,-0.0083
knn,B,global_0.2,0.2,5,4,0.0128,0.0086,0.0099,0.0133,9.6771,0.5046,2.523,0.9804,0.7577,0.5249,-0.075,0.4993,0.509,-0.0097
knn,B,global_0.4,0.4,5,4,0.0117,0.0079,0.0091,0.0117,7.7122,0.6004,3.002,0.9992,0.7485,0.4875,0.0853,0.5951,0.6049,-0.0098
knn,B,global_0.6,0.6,5,4,0.0106,0.0073,0.0083,0.0106,5.9871,0.7038,3.519,1.0,0.6983,0.428,0.2135,0.699,0.7078,-0.0088
knn,B,global_0.8,0.8,5,4,0.0099,0.0067,0.0077,0.0092,4.5714,0.7904,3.9518,1.0,0.5201,0.3201,0.2505,0.7888,0.7917,-0.0029
knn,B,global_1.0,1.0,5,4,0.0009,0.0006,0.0007,0.0008,1.3881,0.8,4.0,1.0,0.0024,0.0011,0.359,0.8,0.8,0.0
knn,B,behavioral,p,5,4,0.012,0.0081,0.0093,0.0122,8.6681,0.5556,2.7782,0.9864,0.7509,0.5055,0.0214,0.6082,0.5115,0.0967
knn,B,semantic,p,5,4,0.0114,0.0076,0.0088,0.011,6.5764,0.6683,3.3414,0.9984,0.7035,0.4443,0.1685,0.6603,0.675,-0.0147
knn,B,hybrid_5,p,5,4,0.0116,0.0079,0.0091,0.0117,7.9795,0.59,2.9498,0.9968,0.7485,0.4924,0.0646,0.6231,0.5622,0.0609
knn,B,hybrid_10,p,5,4,0.0116,0.0078,0.009,0.0115,7.6428,0.6076,3.038,0.9986,0.7405,0.4813,0.0946,0.6313,0.5877,0.0436
knn,B,hybrid_20,p,5,4,0.0115,0.0078,0.0089,0.0114,7.3166,0.6253,3.1266,0.9988,0.7326,0.4709,0.1223,0.6389,0.614,0.0249
itemknn,none,none,none,5,4,0.0079,0.0051,0.0059,0.0074,13.3268,0.324,1.6198,0.865,0.7346,0.7326,0.0139,0.322,0.3256,-0.0036
itemknn,A,global_0.0,0.0,5,4,0.0079,0.0051,0.0059,0.0074,13.3268,0.324,1.6198,0.865,0.7346,0.7326,0.0139,0.322,0.3256,-0.0036
itemknn,A,global_0.2,0.2,5,4,0.0072,0.0046,0.0054,0.0069,7.366,0.5796,2.8978,0.9756,0.8434,0.6339,-0.0371,0.5853,0.5748,0.0105
itemknn,A,global_0.4,0.4,5,4,0.0062,0.0039,0.0047,0.006,3.3506,0.8126,4.0632,0.9982,0.7708,0.45,0.0438,0.8197,0.8067,0.013
itemknn,A,global_0.6,0.6,5,4,0.004,0.0026,0.003,0.0038,1.1826,0.9503,4.7514,1.0,0.6265,0.2686,0.2194,0.9544,0.9468,0.0075
itemknn,A,global_0.8,0.8,5,4,0.0021,0.0013,0.0016,0.0022,0.2,1.0,5.0,1.0,0.3117,0.1029,0.025,1.0,1.0,0.0
itemknn,A,global_1.0,1.0,5,4,0.0011,0.0006,0.0008,0.0008,0.0195,1.0,5.0,1.0,0.0028,0.0009,0.9747,1.0,1.0,0.0
itemknn,A,behavioral,p,5,4,0.0062,0.004,0.0047,0.006,5.2109,0.7067,3.5336,0.983,0.8047,0.5561,0.0247,0.8349,0.5993,0.2356
itemknn,A,semantic,p,5,4,0.0045,0.0028,0.0034,0.0045,2.0783,0.8924,4.4622,0.9974,0.6875,0.3591,0.1384,0.8931,0.8919,0.0012
itemknn,A,hybrid_5,p,5,4,0.0058,0.0037,0.0044,0.0058,3.9299,0.7791,3.8954,0.994,0.7824,0.4882,0.039,0.8614,0.7101,0.1513
itemknn,A,hybrid_10,p,5,4,0.0057,0.0036,0.0043,0.0056,3.3431,0.8129,4.0646,0.9962,0.7609,0.4533,0.072,0.8714,0.7639,0.1075
itemknn,A,hybrid_20,p,5,4,0.0053,0.0033,0.004,0.0051,2.8264,0.8446,4.2232,0.9978,0.735,0.4145,0.1087,0.8796,0.8153,0.0644
itemknn,B,global_0.0,0.0,5,4,0.0091,0.0058,0.0068,0.0083,13.5629,0.3129,1.5644,0.8538,0.7106,0.7121,0.0121,0.3119,0.3137,-0.0017
itemknn,B,global_0.2,0.2,5,4,0.0075,0.0048,0.0057,0.0072,9.6783,0.472,2.3598,0.9756,0.8294,0.6882,0.0191,0.472,0.4719,0.0001
itemknn,B,global_0.4,0.4,5,4,0.0069,0.0045,0.0053,0.0067,7.6048,0.5801,2.9006,0.9982,0.8338,0.6368,0.0932,0.5846,0.5764,0.0082
itemknn,B,global_0.6,0.6,5,4,0.0064,0.0042,0.0049,0.0057,5.8754,0.6862,3.431,1.0,0.7884,0.5666,0.1823,0.6897,0.6832,0.0065
itemknn,B,global_0.8,0.8,5,4,0.0058,0.0037,0.0044,0.005,4.5552,0.7744,3.8722,1.0,0.6823,0.4791,0.2495,0.7768,0.7724,0.0044
itemknn,B,global_1.0,1.0,5,4,0.0009,0.0006,0.0007,0.0008,1.3881,0.8,4.0,1.0,0.0024,0.0011,0.359,0.8,0.8,0.0
itemknn,B,behavioral,p,5,4,0.0075,0.0048,0.0057,0.007,8.4973,0.5342,2.6708,0.9824,0.829,0.6609,0.0662,0.5998,0.4791,0.1207
itemknn,B,semantic,p,5,4,0.0066,0.0043,0.005,0.0061,6.4615,0.652,3.2602,0.9974,0.7987,0.5897,0.1501,0.6513,0.6526,-0.0013
itemknn,B,hybrid_5,p,5,4,0.0072,0.0046,0.0054,0.0067,7.8429,0.569,2.8448,0.994,0.8318,0.6421,0.0902,0.6139,0.5312,0.0827
itemknn,B,hybrid_10,p,5,4,0.0072,0.0046,0.0055,0.0067,7.5305,0.587,2.935,0.9962,0.8266,0.6308,0.1081,0.623,0.5568,0.0661
itemknn,B,hybrid_20,p,5,4,0.0068,0.0044,0.0052,0.0063,7.174,0.6071,3.0356,0.9978,0.8222,0.6196,0.1245,0.6318,0.5865,0.0453
mf,none,none,none,5,4,0.0141,0.0092,0.0108,0.0127,13.5044,0.2233,1.1164,0.7382,0.0191,0.0238,-0.1388,0.2323,0.2157,0.0165
mf,A,global_0.0,0.0,5,4,0.0141,0.0092,0.0108,0.0127,13.5044,0.2233,1.1164,0.7382,0.0191,0.0238,-0.1388,0.2323,0.2157,0.0165
mf,A,global_0.2,0.2,5,4,0.0121,0.0079,0.0093,0.0112,8.3612,0.4869,2.4346,0.9354,0.0359,0.0176,-0.1508,0.4806,0.4922,-0.0116
mf,A,global_0.4,0.4,5,4,0.0105,0.007,0.0081,0.0099,6.4775,0.6091,3.0454,0.9872,0.0343,0.0157,-0.1354,0.6012,0.6157,-0.0144
mf,A,global_0.6,0.6,5,4,0.0084,0.0054,0.0064,0.0079,3.6788,0.8012,4.006,1.0,0.0307,0.0125,-0.1361,0.7959,0.8057,-0.0098
mf,A,global_0.8,0.8,5,4,0.0034,0.0023,0.0027,0.0038,0.1565,1.0,5.0,1.0,0.0287,0.0095,-0.0478,1.0,1.0,0.0
mf,A,global_1.0,1.0,5,4,0.0011,0.0006,0.0008,0.0008,0.0195,1.0,5.0,1.0,0.0028,0.0009,0.9747,1.0,1.0,0.0
mf,A,behavioral,p,5,4,0.0111,0.0074,0.0086,0.0102,7.3588,0.5532,2.7662,0.9588,0.043,0.0204,-0.1426,0.6321,0.4871,0.145
mf,A,semantic,p,5,4,0.0091,0.006,0.007,0.0086,4.1547,0.7609,3.8046,0.9954,0.0383,0.0172,-0.1098,0.746,0.7735,-0.0275
mf,A,hybrid_5,p,5,4,0.0107,0.0071,0.0082,0.0099,6.5827,0.6041,3.0206,0.9778,0.0399,0.0182,-0.1439,0.6626,0.5551,0.1076
mf,A,hybrid_10,p,5,4,0.0104,0.0069,0.0081,0.0097,6.143,0.6348,3.1738,0.9836,0.0391,0.0176,-0.1446,0.679,0.5976,0.0814
mf,A,hybrid_20,p,5,4,0.0102,0.0067,0.0078,0.0096,5.6009,0.6709,3.3546,0.9904,0.0395,0.0178,-0.1336,0.6994,0.6471,0.0523
mf,B,global_0.0,0.0,5,4,0.0138,0.009,0.0106,0.0125,14.045,0.1801,0.9004,0.6292,0.0088,0.0128,-0.0944,0.1854,0.1757,0.0097
mf,B,global_0.2,0.2,5,4,0.0128,0.0084,0.0098,0.0118,9.5264,0.4061,2.0304,0.9354,0.0307,0.0176,-0.1194,0.4079,0.4046,0.0033
mf,B,global_0.4,0.4,5,4,0.0125,0.0081,0.0096,0.0113,8.4439,0.4812,2.4058,0.9872,0.0339,0.0171,-0.0425,0.4789,0.4831,-0.0042
mf,B,global_0.6,0.6,5,4,0.012,0.0078,0.0092,0.0104,7.0141,0.5801,2.9004,1.0,0.0335,0.0166,0.0094,0.5755,0.5839,-0.0084
mf,B,global_0.8,0.8,5,4,0.0102,0.0065,0.0077,0.0089,5.2515,0.701,3.5052,1.0,0.0303,0.0146,0.1114,0.6978,0.7037,-0.0059
mf,B,global_1.0,1.0,5,4,0.0009,0.0006,0.0007,0.0008,1.3881,0.8,4.0,1.0,0.0024,0.0011,0.359,0.8,0.8,0.0
mf,B,behavioral,p,5,4,0.0125,0.0081,0.0096,0.0112,8.9809,0.4448,2.224,0.9574,0.0343,0.0183,-0.0847,0.4938,0.4037,0.09
mf,B,semantic,p,5,4,0.0115,0.0074,0.0087,0.0105,7.3249,0.558,2.7902,0.9954,0.0379,0.0187,0.0095,0.5514,0.5636,-0.0122
mf,B,hybrid_5,p,5,4,0.0123,0.008,0.0094,0.0111,8.5456,0.4733,2.3664,0.9778,0.0335,0.0172,-0.0598,0.5082,0.444,0.0643
mf,B,hybrid_10,p,5,4,0.0122,0.008,0.0094,0.0111,8.3207,0.4893,2.4464,0.9836,0.0355,0.0179,-0.0446,0.5165,0.4665,0.05
mf,B,hybrid_20,p,5,4,0.0123,0.008,0.0094,0.0111,8.0406,0.5084,2.5418,0.9904,0.0367,0.0182,-0.0266,0.5256,0.4939,0.0317
content,none,none,none,5,5,0.0009,0.0006,0.0007,0.0009,13.0237,0.348,1.7398,0.772,0.5241,0.5274,0.0097,0.4199,0.2867,0.1332
content,A,global_0.0,0.0,5,5,0.0009,0.0006,0.0007,0.0009,13.0237,0.348,1.7398,0.772,0.5241,0.5274,0.0097,0.4199,0.2867,0.1332
content,A,global_0.2,0.2,5,5,0.0009,0.0006,0.0007,0.0009,8.9638,0.484,2.4198,0.8864,0.5982,0.5088,0.0292,0.563,0.4167,0.1463
content,A,global_0.4,0.4,5,5,0.001,0.0006,0.0007,0.0008,4.9011,0.6966,3.483,0.975,0.6648,0.4437,0.0321,0.7662,0.6373,0.1288
content,A,global_0.6,0.6,5,5,0.0007,0.0004,0.0005,0.0006,1.5169,0.9456,4.7282,0.9998,0.5811,0.2588,-0.0351,0.9623,0.9315,0.0308
content,A,global_0.8,0.8,5,5,0.0006,0.0004,0.0005,0.0006,0.1605,1.0,5.0,1.0,0.1606,0.053,-0.0775,1.0,1.0,0.0
content,A,global_1.0,1.0,5,5,0.0015,0.001,0.0011,0.0013,0.0195,1.0,5.0,1.0,0.0028,0.0009,0.9747,1.0,1.0,0.0
content,A,behavioral,p,5,5,0.0009,0.0005,0.0006,0.0007,7.0759,0.598,2.99,0.9128,0.6417,0.4946,0.0234,0.7832,0.4402,0.343
content,A,semantic,p,5,5,0.0008,0.0005,0.0006,0.0008,2.5636,0.8702,4.351,0.989,0.625,0.3611,-0.0232,0.898,0.8465,0.0515
content,A,hybrid_5,p,5,5,0.0009,0.0006,0.0007,0.0007,5.6409,0.6699,3.3494,0.9488,0.6596,0.4692,0.0293,0.8228,0.5396,0.2832
content,A,hybrid_10,p,5,5,0.0008,0.0005,0.0006,0.0006,4.8581,0.7149,3.5746,0.9634,0.6668,0.4491,0.0271,0.8443,0.6047,0.2397
content,A,hybrid_20,p,5,5,0.0008,0.0005,0.0006,0.0007,4.0809,0.7674,3.8372,0.974,0.6584,0.4213,0.0115,0.8665,0.683,0.1835
content,B,global_0.0,0.0,5,5,0.0009,0.0006,0.0007,0.0008,13.0931,0.347,1.7352,0.7694,0.5217,0.5251,0.0044,0.4186,0.2861,0.1325
content,B,global_0.2,0.2,5,5,0.0009,0.0006,0.0007,0.0009,10.4202,0.4245,2.1224,0.8864,0.5668,0.5179,0.0466,0.4918,0.3671,0.1247
content,B,global_0.4,0.4,5,5,0.0009,0.0006,0.0007,0.0008,8.2578,0.521,2.6048,0.975,0.6174,0.5029,0.0946,0.5805,0.4702,0.1103
content,B,global_0.6,0.6,5,5,0.0009,0.0006,0.0007,0.0008,6.4781,0.6388,3.1938,0.9998,0.6469,0.4739,0.2015,0.6821,0.6019,0.0802
content,B,global_0.8,0.8,5,5,0.0009,0.0006,0.0007,0.0009,4.7356,0.7713,3.8566,1.0,0.6018,0.4126,0.3001,0.7917,0.754,0.0377
content,B,global_1.0,1.0,5,5,0.0012,0.0008,0.0009,0.001,1.4035,0.8,4.0,1.0,0.0024,0.0011,0.359,0.8,0.8,0.0
content,B,behavioral,p,5,5,0.0009,0.0006,0.0007,0.0008,9.5277,0.4739,2.3694,0.9126,0.5974,0.5159,0.0875,0.5898,0.3751,0.2147
content,B,semantic,p,5,5,0.001,0.0006,0.0008,0.0009,6.9441,0.616,3.0802,0.989,0.6425,0.4875,0.1777,0.6584,0.5799,0.0785
content,B,hybrid_5,p,5,5,0.0009,0.0006,0.0007,0.0008,8.7088,0.5074,2.5368,0.9488,0.6098,0.5064,0.1073,0.6066,0.4228,0.1838
content,B,hybrid_10,p,5,5,0.0008,0.0006,0.0006,0.0007,8.2996,0.5292,2.646,0.9634,0.6202,0.5038,0.1155,0.617,0.4544,0.1627
content,B,hybrid_20,p,5,5,0.0009,0.0006,0.0007,0.0008,7.8636,0.5537,2.7686,0.974,0.6269,0.4968,0.1333,0.6294,0.4893,0.1401
knn,none,none,none,5,5,0.0136,0.009,0.0105,0.0139,15.0368,0.278,1.39,0.8112,0.6222,0.6211,-0.0818,0.2755,0.2801,-0.0047
knn,A,global_0.0,0.0,5,5,0.0136,0.009,0.0105,0.0139,15.0368,0.278,1.39,0.8112,0.6222,0.6211,-0.0818,0.2755,0.2801,-0.0047
knn,A,global_0.2,0.2,5,5,0.0125,0.0082,0.0096,0.0127,7.2966,0.607,3.035,0.9762,0.7441,0.4901,-0.0504,0.5941,0.618,-0.0239
knn,A,global_0.4,0.4,5,5,0.009,0.006,0.007,0.0091,2.7616,0.8615,4.3074,0.9994,0.662,0.3409,0.0942,0.8539,0.8679,-0.014
knn,A,global_0.6,0.6,5,5,0.0042,0.003,0.0033,0.004,0.6397,0.9845,4.9226,1.0,0.4053,0.1482,0.2101,0.9846,0.9844,0.0002
knn,A,global_0.8,0.8,5,5,0.0026,0.0018,0.002,0.0025,0.0995,1.0,5.0,1.0,0.1527,0.0504,-0.0119,1.0,1.0,0.0
